Duty Period #,Flights,Origin,Destination,Departure,Arrival,Duty Time,Overnight,Cost
11490,"['CC2175', 'CC1198', 'CC2246', 'CC1874']",LFPG,EIDW,08:25:00,22:15:00,0 days 07:20:00,555.0,2412.333333333333
11491,"['CC3677', 'CC2277', 'CC1011', 'CC2066', 'CC1527']",EHAM,LFPG,07:40:00,22:30:00,0 days 08:45:00,1215.0,3396.75
11492,"['CC1638', 'CC1940', 'CC1031', 'CC2146', 'CC1490']",EGLL,LFPG,07:20:00,22:20:00,0 days 08:50:00,1215.0,3415.833333333333
11493,"['CC2410', 'CC1463', 'CC2246', 'CC1527']",LFPG,LFPG,07:25:00,22:30:00,0 days 07:20:00,0.0,1857.3333333333333
11494,"['CC2097', 'CC1373', 'CC2579', 'CC3434']",LFPG,EGLL,06:30:00,18:00:00,0 days 07:20:00,785.0,2642.333333333333
11495,"['CC3677', 'CC2277', 'CC1247', 'CC2066', 'CC1347']",EHAM,LFPG,07:40:00,20:20:00,0 days 08:45:00,1215.0,3396.75
11496,"['CC1152', 'CC2361', 'CC1551']",EGLL,LFPG,06:50:00,14:50:00,0 days 05:20:00,1215.0,2614.333333333333
11497,"['CC2124', 'CC1301', 'CC2204', 'CC1814']",LFPG,EIDW,13:05:00,22:45:00,0 days 07:30:00,555.0,2450.5
11498,"['CC4920', 'CC2697', 'CC3597', 'CC3191']",LPPT,ESSA,08:30:00,23:20:00,0 days 10:05:00,540.0,3027.0833333333335
11499,"['CC1373', 'CC2500', 'CC1490']",EGLL,LFPG,10:40:00,22:20:00,0 days 05:40:00,1215.0,2690.666666666667
11500,"['CC2410', 'CC1373', 'CC2443', 'CC1490']",LFPG,LFPG,07:25:00,22:20:00,0 days 07:20:00,0.0,1857.3333333333333
11501,"['CC2277', 'CC1198', 'CC2246', 'CC1527']",LFPG,LFPG,10:10:00,22:30:00,0 days 07:10:00,0.0,1819.1666666666667
11502,"['CC3840', 'CC2486', 'CC1301', 'CC1975']",EDDF,EGLL,08:45:00,20:35:00,0 days 07:20:00,785.0,2642.333333333333
11503,"['CC2538', 'CC1247', 'CC2246', 'CC1490']",LFPG,LFPG,09:30:00,22:20:00,0 days 07:20:00,0.0,1857.3333333333333
11504,"['CC3778', 'CC2724', 'CC3597']",EHAM,LFPG,10:35:00,19:25:00,0 days 05:15:00,1215.0,2595.25
11505,"['CC3897', 'CC1918', 'CC1435', 'CC2627']",EDDF,EHAM,06:05:00,21:20:00,0 days 07:15:00,705.0,2543.25
11506,"['CC2745', 'CC3741', 'CC2697', 'CC3597', 'CC3191']",LFPG,ESSA,07:30:00,23:20:00,0 days 10:20:00,540.0,3084.3333333333335
11507,"['CC1940', 'CC1347', 'CC2594']",LFPG,EHAM,12:20:00,22:35:00,0 days 05:15:00,705.0,2085.25
11508,"['CC1674', 'CC3778', 'CC2124', 'CC1301', 'CC2146']",EGLL,EGLL,06:35:00,19:50:00,0 days 09:00:00,0.0,2239.0
11509,"['CC2410', 'CC1463', 'CC2302', 'CC1031', 'CC2953']",LFPG,LEMD,07:25:00,21:50:00,0 days 10:05:00,555.0,3042.0833333333335
11510,"['CC2097', 'CC1284', 'CC2443', 'CC1347', 'CC2875']",LFPG,EDDF,06:30:00,23:05:00,0 days 09:00:00,650.0,2889.0
11511,"['CC2097', 'CC1373', 'CC2579', 'CC3434', 'CC1874']",LFPG,EIDW,06:30:00,22:15:00,0 days 09:30:00,555.0,2908.5
11512,"['CC1210', 'CC2398', 'CC1874']",EGLL,EIDW,06:05:00,22:15:00,0 days 05:40:00,555.0,2030.6666666666667
11513,"['CC2097', 'CC1198', 'CC2773']",LFPG,EHAM,06:30:00,18:15:00,0 days 05:05:00,705.0,2047.0833333333333
11514,"['CC2097', 'CC1373', 'CC2246', 'CC1874']",LFPG,EIDW,06:30:00,22:15:00,0 days 07:30:00,555.0,2450.5
11515,"['CC2277', 'CC1247', 'CC1975']",LFPG,EGLL,10:10:00,20:35:00,0 days 05:10:00,785.0,2146.166666666667
11516,"['CC3621', 'CC1918', 'CC1394', 'CC2204', 'CC1874']",EHAM,EIDW,06:20:00,22:15:00,0 days 09:15:00,555.0,2851.25
11517,"['CC1373', 'CC2124', 'CC1301', 'CC2204', 'CC1125']",EGLL,LFPG,10:40:00,22:05:00,0 days 08:50:00,1215.0,3415.833333333333
11518,"['CC3169', 'CC4769', 'CC1394', 'CC2146', 'CC1527']",LFPG,LFPG,07:30:00,22:30:00,0 days 10:05:00,0.0,2487.0833333333335
11519,"['CC2410', 'CC1373', 'CC2992']",LFPG,LEBL,07:25:00,15:40:00,0 days 06:20:00,775.0,2403.333333333333
11520,"['CC1110', 'CC2032', 'CC1247', 'CC2806', 'CC3718']",EGLL,LFPG,06:50:00,21:50:00,0 days 08:30:00,1215.0,3339.5
11521,"['CC3677', 'CC2277', 'CC1011', 'CC2066', 'CC1490']",EHAM,LFPG,07:40:00,22:20:00,0 days 08:45:00,1215.0,3396.75
11522,"['CC3840', 'CC2124', 'CC1601', 'CC2594']",EDDF,EHAM,08:45:00,22:35:00,0 days 07:25:00,705.0,2581.416666666667
11523,"['CC3897', 'CC1918', 'CC1463', 'CC2302', 'CC1031']",EDDF,LFPG,06:05:00,17:45:00,0 days 09:00:00,1215.0,3454.0
11524,"['CC1373', 'CC2146']",EGLL,EGLL,10:40:00,19:50:00,0 days 03:30:00,0.0,979.5
11525,"['CC3621', 'CC1918', 'CC1198', 'CC2204', 'CC1874']",EHAM,EIDW,06:20:00,22:15:00,0 days 09:05:00,555.0,2813.083333333333
11526,"['CC3897', 'CC1918', 'CC1463', 'CC2806', 'CC3568']",EDDF,LFPG,06:05:00,20:50:00,0 days 09:00:00,1215.0,3454.0
11527,"['CC1110', 'CC2654', 'CC3404', 'CC1490']",EGLL,LFPG,06:50:00,22:20:00,0 days 07:20:00,1215.0,3072.333333333333
11528,"['CC1152', 'CC2277', 'CC1551', 'CC1975']",EGLL,EGLL,06:50:00,20:35:00,0 days 07:00:00,0.0,1781.0
11529,"['CC1152', 'CC2486', 'CC1031']",EGLL,LFPG,06:50:00,17:45:00,0 days 05:10:00,1215.0,2576.166666666667
11530,"['CC2538', 'CC1551', 'CC2875']",LFPG,EDDF,09:30:00,23:05:00,0 days 05:50:00,650.0,2163.833333333333
11531,"['CC1674', 'CC3778', 'CC2002', 'CC1301', 'CC1975']",EGLL,EGLL,06:35:00,20:35:00,0 days 09:00:00,0.0,2239.0
11532,"['CC3897', 'CC1918', 'CC1247', 'CC3191']",EDDF,ESSA,06:05:00,23:20:00,0 days 08:40:00,540.0,2702.666666666667
11533,"['CC3621', 'CC2361', 'CC1247', 'CC2806', 'CC3718']",EHAM,LFPG,06:20:00,21:50:00,0 days 08:45:00,1215.0,3396.75
11534,"['CC3741', 'CC2724', 'CC3644', 'CC2594']",EHAM,EHAM,10:20:00,22:35:00,0 days 07:00:00,0.0,1781.0
11535,"['CC3897', 'CC2398', 'CC1301', 'CC2594']",EDDF,EHAM,06:05:00,22:35:00,0 days 07:25:00,705.0,2581.416666666667
11536,"['CC2097', 'CC1284', 'CC2124', 'CC1031', 'CC2953']",LFPG,LEMD,06:30:00,21:50:00,0 days 09:35:00,555.0,2927.583333333333
11537,"['CC1210', 'CC2398', 'CC1031', 'CC2146', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 09:00:00,555.0,2794.0
11538,"['CC3621', 'CC2538', 'CC1011', 'CC2204', 'CC1874']",EHAM,EIDW,06:20:00,22:15:00,0 days 09:25:00,555.0,2889.416666666667
11539,"['CC1638', 'CC2724', 'CC3473', 'CC1814']",EGLL,EIDW,07:20:00,22:45:00,0 days 08:00:00,555.0,2565.0
11540,"['CC1210', 'CC2538', 'CC1247', 'CC2066', 'CC1125']",EGLL,LFPG,06:05:00,22:05:00,0 days 08:40:00,1215.0,3377.666666666667
11541,"['CC2097', 'CC1069', 'CC1940', 'CC1031', 'CC3191']",LFPG,ESSA,06:30:00,23:20:00,0 days 10:00:00,540.0,3008.0
11542,"['CC1152', 'CC2277', 'CC1198', 'CC2953']",EGLL,LEMD,06:50:00,21:50:00,0 days 08:05:00,555.0,2584.083333333333
11543,"['CC1918', 'CC1198', 'CC2443', 'CC1527']",LFPG,LFPG,08:50:00,22:30:00,0 days 07:00:00,0.0,1781.0
11544,"['CC1210', 'CC2175', 'CC1373', 'CC2500', 'CC1347']",EGLL,LFPG,06:05:00,20:20:00,0 days 09:00:00,1215.0,3454.0
11545,"['CC1674', 'CC3741', 'CC2302', 'CC1601', 'CC2875']",EGLL,EDDF,06:35:00,23:05:00,0 days 09:40:00,650.0,3041.6666666666665
11546,"['CC1210', 'CC2654', 'CC3434', 'CC1347']",EGLL,LFPG,06:05:00,20:20:00,0 days 07:20:00,1215.0,3072.333333333333
11547,"['CC1110', 'CC2124', 'CC1301', 'CC3056']",EGLL,EDDM,06:50:00,22:55:00,0 days 07:25:00,660.0,2536.416666666667
11548,"['CC3621', 'CC1918', 'CC1551', 'CC2773', 'CC3540']",EHAM,LFPG,06:20:00,22:35:00,0 days 08:45:00,1215.0,3396.75
11549,"['CC3621', 'CC2032', 'CC1247', 'CC2246', 'CC1490']",EHAM,LFPG,06:20:00,22:20:00,0 days 08:45:00,1215.0,3396.75
11550,"['CC2097', 'CC1435', 'CC2302', 'CC1601', 'CC2146']",LFPG,EGLL,06:30:00,19:50:00,0 days 09:00:00,785.0,3024.0
11551,"['CC3778', 'CC3313', 'CC5141', 'CC3191']",EHAM,ESSA,10:35:00,23:20:00,0 days 11:15:00,540.0,3294.25
11552,"['CC3621', 'CC1940', 'CC1394', 'CC2146']",EHAM,EGLL,06:20:00,19:50:00,0 days 06:55:00,785.0,2546.916666666667
11553,"['CC3621', 'CC2002', 'CC1847']",EHAM,EIDW,06:20:00,18:55:00,0 days 05:35:00,555.0,2011.5833333333333
11554,"['CC1638', 'CC2002']",EGLL,EGLL,07:20:00,13:45:00,0 days 03:40:00,0.0,1017.6666666666666
11555,"['CC3621', 'CC2538', 'CC1601']",EHAM,LFPG,06:20:00,17:45:00,0 days 05:45:00,1215.0,2709.75
11556,"['CC3621', 'CC2538', 'CC1247', 'CC3149', 'CC4679']",EHAM,EGLL,06:20:00,20:55:00,0 days 10:00:00,785.0,3253.0
11557,"['CC1674', 'CC3778', 'CC2724', 'CC3404', 'CC1874']",EGLL,EIDW,06:35:00,22:15:00,0 days 09:50:00,555.0,2984.8333333333335
11558,"['CC1210', 'CC2538', 'CC1011', 'CC2697', 'CC3540']",EGLL,LFPG,06:05:00,22:35:00,0 days 08:50:00,1215.0,3415.833333333333
11559,"['CC3897', 'CC1918', 'CC1463', 'CC2066', 'CC1701']",EDDF,EHAM,06:05:00,21:35:00,0 days 09:15:00,705.0,3001.25
11560,"['CC1210', 'CC1918', 'CC1198', 'CC2204', 'CC1490']",EGLL,LFPG,06:05:00,22:20:00,0 days 08:40:00,1215.0,3377.666666666667
11561,"['CC2277', 'CC1011', 'CC2066', 'CC1125']",LFPG,LFPG,10:10:00,22:05:00,0 days 06:50:00,0.0,1742.8333333333333
11562,"['CC2097', 'CC1373', 'CC2124', 'CC1601', 'CC2953']",LFPG,LEMD,06:30:00,21:50:00,0 days 10:05:00,555.0,3042.0833333333335
11563,"['CC4694', 'CC1551', 'CC2443', 'CC1701']",EIDW,EHAM,09:40:00,21:35:00,0 days 07:55:00,705.0,2695.916666666667
11564,"['CC2175', 'CC1435', 'CC2654', 'CC3597', 'CC3056']",LFPG,EDDM,08:25:00,22:55:00,0 days 09:15:00,660.0,2956.25
11565,"['CC3621', 'CC2277', 'CC1551', 'CC2066', 'CC1814']",EHAM,EIDW,06:20:00,22:45:00,0 days 09:15:00,555.0,2851.25
11566,"['CC2361', 'CC1394', 'CC2204', 'CC1814']",LFPG,EIDW,09:35:00,22:45:00,0 days 07:40:00,555.0,2488.666666666667
11567,"['CC1152', 'CC2002', 'CC1301', 'CC2204', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:40:00,1215.0,3377.666666666667
11568,"['CC3677', 'CC2002', 'CC1601', 'CC2146', 'CC1125']",EHAM,LFPG,07:40:00,22:05:00,0 days 08:45:00,1215.0,3396.75
11569,"['CC4829', 'CC3018', 'CC4344', 'CC2627']",EIDW,EHAM,07:45:00,21:20:00,0 days 08:50:00,705.0,2905.833333333333
11570,"['CC1069', 'CC1940', 'CC1601', 'CC3056']",EGLL,EDDM,08:55:00,22:55:00,0 days 07:35:00,660.0,2574.583333333333
11571,"['CC1110', 'CC2066', 'CC1347', 'CC2875']",EGLL,EDDF,06:50:00,23:05:00,0 days 07:10:00,650.0,2469.166666666667
11572,"['CC1210', 'CC2277', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 05:40:00,555.0,2030.6666666666667
11573,"['CC3897', 'CC2654', 'CC3404', 'CC1347', 'CC2594']",EDDF,EHAM,06:05:00,22:35:00,0 days 09:25:00,705.0,3039.416666666667
11574,"['CC1110', 'CC2538', 'CC1247', 'CC2204', 'CC1814']",EGLL,EIDW,06:50:00,22:45:00,0 days 09:20:00,555.0,2870.333333333333
11575,"['CC2097', 'CC1284', 'CC2486', 'CC1582', 'CC3191']",LFPG,ESSA,06:30:00,23:20:00,0 days 10:20:00,540.0,3084.3333333333335
11576,"['CC1435', 'CC2500', 'CC1874']",EGLL,EIDW,10:55:00,22:15:00,0 days 06:00:00,555.0,2107.0
11577,"['CC2097', 'CC1069', 'CC2332', 'CC1582', 'CC2594']",LFPG,EHAM,06:30:00,22:35:00,0 days 08:45:00,705.0,2886.75
11578,"['CC2032', 'CC1198', 'CC2773', 'CC3568']",LFPG,LFPG,10:40:00,20:50:00,0 days 06:50:00,0.0,1742.8333333333333
11579,"['CC1210', 'CC2032', 'CC1551', 'CC2066', 'CC1701']",EGLL,EHAM,06:05:00,21:35:00,0 days 08:55:00,705.0,2924.916666666667
11580,"['CC3621', 'CC2361', 'CC1011', 'CC2204', 'CC1125']",EHAM,LFPG,06:20:00,22:05:00,0 days 08:45:00,1215.0,3396.75
11581,"['CC1198', 'CC2697', 'CC3644', 'CC2875']",EGLL,EDDF,14:10:00,23:05:00,0 days 07:10:00,650.0,2469.166666666667
11582,"['CC3677', 'CC2032', 'CC1198', 'CC2697', 'CC3597']",EHAM,LFPG,07:40:00,19:25:00,0 days 08:35:00,1215.0,3358.583333333333
11583,"['CC3840', 'CC3149']",EDDF,EIDW,08:45:00,17:50:00,0 days 04:25:00,555.0,1744.4166666666665
11584,"['CC3897', 'CC2724', 'CC3434', 'CC1347', 'CC2875']",EDDF,EDDF,06:05:00,23:05:00,0 days 09:40:00,0.0,2391.6666666666665
11585,"['CC3741', 'CC2724', 'CC3434', 'CC1874']",EHAM,EIDW,10:20:00,22:15:00,0 days 07:45:00,555.0,2507.75
11586,"['CC3897', 'CC1918', 'CC1463', 'CC3087', 'CC4519']",EDDF,EDDF,06:05:00,21:10:00,0 days 09:30:00,0.0,2353.5
11587,"['CC4829', 'CC2124', 'CC1601', 'CC2875']",EIDW,EDDF,07:45:00,23:05:00,0 days 08:15:00,650.0,2717.25
11588,"['CC2745', 'CC3741', 'CC2002', 'CC1301', 'CC3056']",LFPG,EDDM,07:30:00,22:55:00,0 days 09:15:00,660.0,2956.25
11589,"['CC3621', 'CC2361', 'CC1247', 'CC2246']",EHAM,EGLL,06:20:00,17:40:00,0 days 07:05:00,785.0,2585.083333333333
11590,"['CC1152', 'CC2032', 'CC1582', 'CC3191']",EGLL,ESSA,06:50:00,23:20:00,0 days 08:30:00,540.0,2664.5
11591,"['CC1152', 'CC2398', 'CC1198', 'CC2773', 'CC3718']",EGLL,LFPG,06:50:00,21:50:00,0 days 08:40:00,1215.0,3377.666666666667
11592,"['CC2410', 'CC1031', 'CC2594']",LFPG,EHAM,07:25:00,22:35:00,0 days 05:15:00,705.0,2085.25
11593,"['CC1152', 'CC1940', 'CC1347', 'CC2875']",EGLL,EDDF,06:50:00,23:05:00,0 days 07:10:00,650.0,2469.166666666667
11594,"['CC3621', 'CC2538', 'CC1247', 'CC2443']",EHAM,EGLL,06:20:00,17:55:00,0 days 07:15:00,785.0,2623.25
11595,"['CC1435', 'CC3087', 'CC4606']",EGLL,EDDT,10:55:00,20:25:00,0 days 06:25:00,555.0,2202.416666666667
11596,"['CC2032', 'CC1198', 'CC2443', 'CC1527']",LFPG,LFPG,10:40:00,22:30:00,0 days 07:00:00,0.0,1781.0
11597,"['CC1674', 'CC3778', 'CC2654', 'CC3473', 'CC1701']",EGLL,EHAM,06:35:00,21:35:00,0 days 09:45:00,705.0,3115.75
11598,"['CC1210', 'CC3293', 'CC4974', 'CC2627']",EGLL,EHAM,06:05:00,21:20:00,0 days 08:45:00,705.0,2886.75
11599,"['CC2410', 'CC1198', 'CC2443']",LFPG,EGLL,07:25:00,17:55:00,0 days 05:20:00,785.0,2184.333333333333
11600,"['CC1210', 'CC2175', 'CC1435', 'CC2302', 'CC1527']",EGLL,LFPG,06:05:00,22:30:00,0 days 08:50:00,1215.0,3415.833333333333
11601,"['CC2410', 'CC1373', 'CC2246', 'CC1814']",LFPG,EIDW,07:25:00,22:45:00,0 days 07:40:00,555.0,2488.666666666667
11602,"['CC2175', 'CC1373', 'CC2246', 'CC1347']",LFPG,LFPG,08:25:00,20:20:00,0 days 07:10:00,0.0,1819.1666666666667
11603,"['CC2032', 'CC1551', 'CC3149']",LFPG,EIDW,10:40:00,17:50:00,0 days 05:55:00,555.0,2087.916666666667
11604,"['CC1210', 'CC1918', 'CC1463', 'CC2500', 'CC1347']",EGLL,LFPG,06:05:00,20:20:00,0 days 09:00:00,1215.0,3454.0
11605,"['CC1210', 'CC2277', 'CC1198', 'CC2773', 'CC3568']",EGLL,LFPG,06:05:00,20:50:00,0 days 08:40:00,1215.0,3377.666666666667
11606,"['CC1069', 'CC2579', 'CC3597', 'CC3191']",EGLL,ESSA,08:55:00,23:20:00,0 days 08:30:00,540.0,2664.5
11607,"['CC1110', 'CC2277', 'CC1601', 'CC3191']",EGLL,ESSA,06:50:00,23:20:00,0 days 08:50:00,540.0,2740.833333333333
11608,"['CC2398', 'CC1011', 'CC3191']",LFPG,ESSA,09:25:00,23:20:00,0 days 06:50:00,540.0,2282.833333333333
11609,"['CC1301', 'CC2806', 'CC3540']",EGLL,LFPG,15:30:00,22:35:00,0 days 05:20:00,1215.0,2614.333333333333
11610,"['CC3621', 'CC2925', 'CC4047', 'CC4314']",EHAM,LFPG,06:20:00,22:10:00,0 days 07:35:00,1215.0,3129.583333333333
11611,"['CC1638', 'CC2032', 'CC1551', 'CC2066', 'CC1490']",EGLL,LFPG,07:20:00,22:20:00,0 days 09:00:00,1215.0,3454.0
11612,"['CC2097', 'CC1284', 'CC2724', 'CC3434', 'CC1125']",LFPG,LFPG,06:30:00,22:05:00,0 days 08:50:00,0.0,2200.833333333333
11613,"['CC2894', 'CC4163']",LFPG,EDDT,09:55:00,23:10:00,0 days 04:05:00,555.0,1668.0833333333335
11614,"['CC1110', 'CC2361', 'CC1011', 'CC2627']",EGLL,EHAM,06:50:00,21:20:00,0 days 06:55:00,705.0,2466.916666666667
11615,"['CC1152', 'CC2654', 'CC3434', 'CC1347']",EGLL,LFPG,06:50:00,20:20:00,0 days 07:20:00,1215.0,3072.333333333333
11616,"['CC2097', 'CC1069', 'CC2124', 'CC1582', 'CC2594']",LFPG,EHAM,06:30:00,22:35:00,0 days 08:35:00,705.0,2848.583333333333
11617,"['CC4439', 'CC4009']",EDDM,EDDM,06:55:00,21:15:00,0 days 03:10:00,0.0,903.1666666666666
11618,"['CC1069', 'CC2654', 'CC3434', 'CC1125']",EGLL,LFPG,08:55:00,22:05:00,0 days 07:10:00,1215.0,3034.166666666667
11619,"['CC1284', 'CC2002', 'CC1031', 'CC2146', 'CC1490']",EGLL,LFPG,10:20:00,22:20:00,0 days 08:30:00,1215.0,3339.5
11620,"['CC1110', 'CC1940', 'CC1394', 'CC2204', 'CC1874']",EGLL,EIDW,06:50:00,22:15:00,0 days 09:10:00,555.0,2832.166666666667
11621,"['CC4829', 'CC2654', 'CC3644', 'CC2875']",EIDW,EDDF,07:45:00,23:05:00,0 days 08:05:00,650.0,2679.083333333333
11622,"['CC3778', 'CC2002', 'CC1601', 'CC2146', 'CC1125']",EHAM,LFPG,10:35:00,22:05:00,0 days 08:45:00,1215.0,3396.75
11623,"['CC3897', 'CC2361', 'CC1011', 'CC2806', 'CC3568']",EDDF,LFPG,06:05:00,20:50:00,0 days 09:00:00,1215.0,3454.0
11624,"['CC1011', 'CC2146', 'CC1814']",EGLL,EIDW,13:20:00,22:45:00,0 days 05:30:00,555.0,1992.5
11625,"['CC2410', 'CC1198', 'CC2627']",LFPG,EHAM,07:25:00,21:20:00,0 days 05:15:00,705.0,2085.25
11626,"['CC3509', 'CC1601', 'CC3056']",EHAM,EDDM,12:55:00,22:55:00,0 days 06:20:00,660.0,2288.333333333333
11627,"['CC3897', 'CC2361', 'CC1247', 'CC2066', 'CC1490']",EDDF,LFPG,06:05:00,22:20:00,0 days 09:00:00,1215.0,3454.0
11628,"['CC1110', 'CC2124', 'CC1031', 'CC2146', 'CC1490']",EGLL,LFPG,06:50:00,22:20:00,0 days 08:30:00,1215.0,3339.5
11629,"['CC1152', 'CC2277', 'CC1198', 'CC2066', 'CC1347']",EGLL,LFPG,06:50:00,20:20:00,0 days 08:40:00,1215.0,3377.666666666667
11630,"['CC1674', 'CC3778', 'CC2773', 'CC3540']",EGLL,LFPG,06:35:00,22:35:00,0 days 07:20:00,1215.0,3072.333333333333
11631,"['CC1674', 'CC3778', 'CC2579', 'CC3644']",EGLL,LFPG,06:35:00,19:45:00,0 days 07:20:00,1215.0,3072.333333333333
11632,"['CC1210', 'CC2277', 'CC1031', 'CC2146', 'CC1527']",EGLL,LFPG,06:05:00,22:30:00,0 days 08:40:00,1215.0,3377.666666666667
11633,"['CC1152', 'CC2032', 'CC1551', 'CC2443', 'CC1701']",EGLL,EHAM,06:50:00,21:35:00,0 days 09:05:00,705.0,2963.083333333333
11634,"['CC1152', 'CC3293', 'CC4974', 'CC2953']",EGLL,LEMD,06:50:00,21:50:00,0 days 09:55:00,555.0,3003.9166666666665
11635,"['CC3621', 'CC2361', 'CC1551', 'CC2066', 'CC1874']",EHAM,EIDW,06:20:00,22:15:00,0 days 09:15:00,555.0,2851.25
11636,"['CC2277', 'CC1011', 'CC2697', 'CC3597', 'CC2594']",LFPG,EHAM,10:10:00,22:35:00,0 days 08:45:00,705.0,2886.75
11637,"['CC2398', 'CC1011', 'CC2246', 'CC1874']",LFPG,EIDW,09:25:00,22:15:00,0 days 07:30:00,555.0,2450.5
11638,"['CC1110', 'CC2277', 'CC1247', 'CC2443']",EGLL,EGLL,06:50:00,17:55:00,0 days 07:00:00,0.0,1781.0
11639,"['CC2410', 'CC1435', 'CC2443']",LFPG,EGLL,07:25:00,17:55:00,0 days 05:30:00,785.0,2222.5
11640,"['CC3621', 'CC2361', 'CC1799', 'CC4679']",EHAM,EGLL,06:20:00,20:55:00,0 days 07:55:00,785.0,2775.916666666667
11641,"['CC1110', 'CC2398', 'CC1011', 'CC2204']",EGLL,EGLL,06:50:00,19:20:00,0 days 07:00:00,0.0,1781.0
11642,"['CC2097', 'CC1435', 'CC2654', 'CC3404', 'CC1490']",LFPG,LFPG,06:30:00,22:20:00,0 days 09:10:00,0.0,2277.166666666667
11643,"['CC1110', 'CC2398', 'CC1394', 'CC2627']",EGLL,EHAM,06:50:00,21:20:00,0 days 07:05:00,705.0,2505.083333333333
11644,"['CC3621', 'CC2398', 'CC1551', 'CC2246', 'CC1490']",EHAM,LFPG,06:20:00,22:20:00,0 days 09:05:00,1215.0,3473.083333333333
11645,"['CC2724', 'CC3404']",LFPG,EGLL,12:50:00,17:40:00,0 days 03:50:00,785.0,1840.8333333333335
11646,"['CC3621', 'CC1940', 'CC1301', 'CC3056']",EHAM,EDDM,06:20:00,22:55:00,0 days 07:30:00,660.0,2555.5
11647,"['CC1210', 'CC2175', 'CC1799', 'CC4731', 'CC1490']",EGLL,LFPG,06:05:00,22:20:00,0 days 09:30:00,1215.0,3568.5
11648,"['CC4439', 'CC4200', 'CC4949', 'CC2146', 'CC1527']",EDDM,LFPG,06:55:00,22:30:00,0 days 09:50:00,1215.0,3644.8333333333335
11649,"['CC1210', 'CC2175', 'CC1373', 'CC2953']",EGLL,LEMD,06:05:00,21:50:00,0 days 08:05:00,555.0,2584.083333333333
11650,"['CC1674', 'CC3778', 'CC1975']",EGLL,EGLL,06:35:00,20:35:00,0 days 05:30:00,0.0,1437.5
11651,"['CC2277', 'CC1301', 'CC2806', 'CC3718']",LFPG,LFPG,10:10:00,21:50:00,0 days 07:10:00,0.0,1819.1666666666667
11652,"['CC1110', 'CC1940', 'CC1847']",EGLL,EIDW,06:50:00,18:55:00,0 days 05:30:00,555.0,1992.5
11653,"['CC1210', 'CC2277', 'CC1198', 'CC3149']",EGLL,EIDW,06:05:00,17:50:00,0 days 07:35:00,555.0,2469.583333333333
11654,"['CC1210', 'CC1918', 'CC1463', 'CC2697']",EGLL,EHAM,06:05:00,17:10:00,0 days 06:55:00,705.0,2466.916666666667
11655,"['CC2361', 'CC1247', 'CC2443', 'CC1347', 'CC2594']",LFPG,EHAM,09:35:00,22:35:00,0 days 08:55:00,705.0,2924.916666666667
11656,"['CC1210', 'CC2277', 'CC1011', 'CC2146']",EGLL,EGLL,06:05:00,19:50:00,0 days 06:50:00,0.0,1742.8333333333333
11657,"['CC1152', 'CC2277', 'CC1551', 'CC2204', 'CC1874']",EGLL,EIDW,06:50:00,22:15:00,0 days 09:20:00,555.0,2870.333333333333
11658,"['CC2097', 'CC1284', 'CC2579', 'CC3434', 'CC1527']",LFPG,LFPG,06:30:00,22:30:00,0 days 09:00:00,0.0,2239.0
11659,"['CC3897', 'CC2538', 'CC1551', 'CC2443', 'CC1701']",EDDF,EHAM,06:05:00,21:35:00,0 days 09:45:00,705.0,3115.75
11660,"['CC3677', 'CC2032', 'CC1031', 'CC2146', 'CC1814']",EHAM,EIDW,07:40:00,22:45:00,0 days 08:55:00,555.0,2774.916666666667
11661,"['CC3621', 'CC2398', 'CC1247', 'CC2066', 'CC1347']",EHAM,LFPG,06:20:00,20:20:00,0 days 08:45:00,1215.0,3396.75
11662,"['CC1284', 'CC2500', 'CC1582', 'CC2627']",EGLL,EHAM,10:20:00,21:20:00,0 days 07:15:00,705.0,2543.25
11663,"['CC2745', 'CC3778', 'CC2500', 'CC1814']",LFPG,EIDW,07:30:00,22:45:00,0 days 07:40:00,555.0,2488.666666666667
11664,"['CC3897', 'CC2579', 'CC3434', 'CC1701']",EDDF,EHAM,06:05:00,21:35:00,0 days 07:55:00,705.0,2695.916666666667
11665,"['CC3897', 'CC2538', 'CC1011', 'CC2875']",EDDF,EDDF,06:05:00,23:05:00,0 days 07:40:00,0.0,1933.6666666666667
11666,"['CC2745', 'CC3778', 'CC3149', 'CC4679']",LFPG,EGLL,07:30:00,20:55:00,0 days 08:05:00,785.0,2814.083333333333
11667,"['CC1638', 'CC2246', 'CC1347', 'CC2875']",EGLL,EDDF,07:20:00,23:05:00,0 days 07:40:00,650.0,2583.666666666667
11668,"['CC1210', 'CC1918', 'CC1551', 'CC2066', 'CC1125']",EGLL,LFPG,06:05:00,22:05:00,0 days 08:30:00,1215.0,3339.5
11669,"['CC2175', 'CC1373', 'CC2124', 'CC1582', 'CC3056']",LFPG,EDDM,08:25:00,22:55:00,0 days 09:15:00,660.0,2956.25
11670,"['CC1110', 'CC2538', 'CC1394', 'CC2594']",EGLL,EHAM,06:50:00,22:35:00,0 days 07:15:00,705.0,2543.25
